1	3.19545e-06
2	2.23851709265176e-06
3	2.71257074303406e-06
4	2.07232306501548e-06
5	2.09089891640867e-06
6	2.02805061919505e-06
7	1.91519550898204e-06
8	1.89852246376812e-06
9	5.65295e-06
10	3.49961666666667e-06
11	3.4818747311828e-06
12	3.61142883597884e-06
13	3.64582037037037e-06
14	3.71586208791209e-06
15	3.49555582010582e-06
16	3.45910482233503e-06
17	3.56116428571429e-06
18	3.308375e-06
19	3.36216794871795e-06
20	3.45587328042328e-06
21	3.34235355329949e-06
22	3.39327383419689e-06
23	3.41383150289017e-06
24	3.39690077720207e-06
25	4.74870342465753e-06
26	4.55218202614379e-06
27	4.6714380239521e-06
28	4.48134506172839e-06
29	4.3522656424581e-06
30	4.27461201117318e-06
31	4.29963079096045e-06
32	4.37176578947368e-06
33	4.22153823529412e-06
34	4.36159197530864e-06
35	4.41035963855422e-06
36	4.31874341317365e-06
37	4.28962682926829e-06
38	4.34624411764706e-06
39	4.34122160493827e-06
40	4.26067012578616e-06
41	4.3067e-06
42	4.34149790419162e-06
43	4.67682724550898e-06
44	4.63111037735849e-06
45	4.24443351648352e-06
46	4.54165111731844e-06
47	4.48933535031847e-06
48	4.36245598802395e-06
49	5.58414047619048e-06
50	5.46069137931034e-06
51	5.52878333333333e-06
52	5.53077846715328e-06
53	5.38875935251799e-06
54	5.39615921985816e-06
55	5.47901666666667e-06
56	5.46101666666667e-06
57	5.48140394736842e-06
58	5.50231131386861e-06
59	5.64168333333333e-06
60	5.55756805555556e-06
61	5.47168333333333e-06
62	5.53534864864865e-06
63	5.38008815789474e-06
64	5.53101666666667e-06
65	5.48435e-06
66	5.66710540540541e-06
67	5.49835e-06
68	5.49456184210526e-06
69	5.49719342105263e-06
70	5.52877236842105e-06
71	5.53635e-06
72	5.60170899280576e-06
73	5.55291621621622e-06
74	5.41235e-06
75	5.48235e-06
76	5.48235e-06
77	5.56824605263158e-06
78	5.56824605263158e-06
79	5.57453783783784e-06
80	5.87652913669065e-06
81	5.76698846153846e-06
82	5.76695735294118e-06
83	5.72965689655172e-06
84	5.82345e-06
85	5.66566276595745e-06
86	5.70012153284671e-06
87	5.5682775862069e-06
88	5.97204574468085e-06
89	5.83871241134752e-06
90	5.93034285714286e-06
91	5.90254219858156e-06
92	5.85360602836879e-06
93	5.82027269503546e-06
94	5.8195634751773e-06
95	5.75177142857143e-06
96	5.67607937062937e-06
97	5.75837763157895e-06
98	5.77468076923077e-06
99	5.96279265734266e-06
100	5.8549464028777e-06
101	5.85292826086957e-06
102	5.49615866141732e-06
103	5.41105283687943e-06
104	5.4894027027027e-06
105	5.55021351351351e-06
106	5.5367e-06
107	5.55291621621622e-06
108	5.62635e-06
109	5.54413243243243e-06
110	5.62588918918919e-06
111	5.73568333333333e-06
112	5.65379482758621e-06
113	5.55034655172414e-06
114	5.62901666666667e-06
115	5.85359189189189e-06
116	6.03412132867133e-06
117	6.08230606060606e-06
118	5.98033461538462e-06
119	5.9981118705036e-06
120	5.98760909090909e-06
121	7.105325e-06
122	7.10949166666667e-06
123	7.290325e-06
124	6.89789897959184e-06
125	7.06350555555555e-06
126	7.29557295081967e-06
127	7.16900371900826e-06
128	7.26199166666667e-06
129	7.25365833333333e-06
130	7.15523813559322e-06
131	7.24668966942149e-06
132	7.24167881355932e-06
133	7.24897941176471e-06
134	7.40604829059829e-06
135	7.30581036036036e-06
136	7.26115833333333e-06
137	7.33699166666667e-06
138	7.3272720338983e-06
139	7.2772720338983e-06
140	7.282825e-06
141	7.3111764957265e-06
142	7.30354322033898e-06
143	7.29676355932203e-06
144	7.37896694915254e-06
145	7.36331324786325e-06
146	7.31456016949152e-06
147	7.39761101694915e-06
148	7.36074914529915e-06
149	7.24422118644068e-06
150	7.13913644067797e-06
151	7.09178064516129e-06
152	7.27180245901639e-06
153	7.29365833333333e-06
154	7.24422118644068e-06
155	7.38489915254237e-06
156	7.32049237288136e-06
157	7.31115833333333e-06
158	7.31540762711864e-06
159	7.42075434782609e-06
160	7.28620892857143e-06
161	7.36075434782609e-06
162	7.27527905982906e-06
163	7.2848798245614e-06
164	7.35814565217391e-06
165	7.33913644067797e-06
166	7.43254401709402e-06
167	7.37271495726496e-06
168	7.47137920353982e-06
169	8.56564417475728e-06
170	8.48603252427184e-06
171	8.63383235294118e-06
172	8.48268809523809e-06
173	8.54876730769231e-06
174	8.55936509433962e-06
175	8.6683e-06
176	8.89779375e-06
177	8.65474292929293e-06
178	8.62893039215686e-06
179	8.57535291262136e-06
180	8.63915192307692e-06
181	8.5811781553398e-06
182	8.60147941176471e-06
183	8.57206764705882e-06
184	8.61743979591837e-06
185	8.58894514563107e-06
186	8.59203653846154e-06
187	8.48603252427184e-06
188	8.61126730769231e-06
189	8.56716568627451e-06
190	8.73775392156863e-06
191	8.56126730769231e-06
192	8.64913932038835e-06
193	8.60540098039216e-06
194	8.6357931372549e-06
195	8.68530576923077e-06
196	8.57598921568627e-06
197	8.62108725490196e-06
198	8.7303e-06
199	9.5963e-06
200	9.94664318181818e-06
201	8.90692540983607e-06
202	8.71758541666667e-06
203	8.6303e-06
204	8.49588269230769e-06
205	9.54713421052632e-06
206	9.4703e-06
207	9.60540098039216e-06
208	9.01030436893204e-06
209	9.0373e-06
210	9.15087452830189e-06
211	8.88649761904762e-06
212	9.11127524271845e-06
213	8.65316428571428e-06
214	8.68706616161616e-06
215	8.88311990291262e-06
216	9.4018179245283e-06
217	8.9622637254902e-06
218	8.68506165048544e-06
219	8.50844065420561e-06
220	7.81739690265487e-06
221	7.87192321428571e-06
222	7.91122272727273e-06
223	7.89838577981651e-06
224	7.92849545454545e-06
225	8.01948669724771e-06
226	7.99629112149533e-06
227	8.03531111111111e-06
228	7.9458238317757e-06
229	8.05758636363636e-06
230	8.11031111111111e-06
231	8.0148995412844e-06
232	7.93691788990826e-06
233	7.98829403669725e-06
234	7.96494074074074e-06
235	8.09179259259259e-06
236	7.98485909090909e-06
237	7.95475555555555e-06
238	7.93213181818182e-06
239	8.05049672897196e-06
240	7.99348738317757e-06
241	7.98710178571429e-06
242	7.96031363636364e-06
243	8.23967018348624e-06
244	8.55932254901961e-06
245	8.3513e-06
246	8.4703e-06
247	8.42761346153846e-06
248	8.04364444444444e-06
249	8.23901481481481e-06
250	8.5180713592233e-06
251	8.57659130434783e-06
252	8.3483e-06
253	8.66905824742268e-06
254	8.4743e-06
255	8.62875097087379e-06
256	8.67050102040816e-06
257	8.6543e-06
258	8.68947597402597e-06
259	8.84469731182796e-06
260	8.61354782608696e-06
261	8.66905294117647e-06
262	8.6734959770115e-06
263	8.51131734693878e-06
264	8.79380051546392e-06
265	8.68452216494845e-06
266	8.68274591836735e-06
267	8.67305638297872e-06
268	8.7623e-06
269	8.75497127659574e-06
270	8.70187105263158e-06
271	9.1463e-06
272	8.74666212121212e-06
273	8.65139444444444e-06
274	8.78713421052632e-06
275	8.70091875e-06
276	8.82254183673469e-06
277	8.70479065934066e-06
278	8.62786758241758e-06
279	8.7623e-06
280	8.7043e-06
281	8.76390360824742e-06
282	8.8163e-06
283	8.6773e-06
284	8.7733e-06
285	8.78908636363636e-06
286	8.7113e-06
287	8.6683e-06
288	8.83916134020618e-06
289	9.85914318181818e-06
290	9.91028146067416e-06
291	9.8487467032967e-06
292	9.95968529411765e-06
293	9.89160384615385e-06
294	9.91028333333333e-06
295	9.94695e-06
296	1.00278675824176e-05
297	9.91365224719101e-06
298	1.0652325e-05
299	1.00255676470588e-05
300	9.63221829268293e-06
301	9.50889594594594e-06
302	9.70567988505747e-06
303	8.91781559139785e-06
304	8.87696515151515e-06
305	8.9643e-06
306	9.0763e-06
307	8.96282373737374e-06
308	9.05927653061224e-06
309	9.10716875e-06
